gene_id	start	stop	strand	gene_name	product	tu	chromosome	protein_id	taxid	TF_name	TF_K12_ortho	gene_synonyms	protein_synonyms
STM474_RS08730	1798857	1799504	R	STM474_RS08730	YchE family NAAT transporter,MarC family protein	STM474_RS08730	NC_016857.1	WP_000615840.1	909946	NA	NA	STM474_RS08730,WP_000615840.1,RS08730	WP_000615840.1,YchE family NAAT transporter
STM474_RS08735	1799981	1802659	D	adhE	bifunctional acetaldehyde-CoA/alcohol dehydrogenase,bifunctional acetaldehyde-CoA/alcohol dehydrogenase	adhE	NC_016857.1	WP_000301678.1	909946	NA	NA	STM474_RS08735,adhE,WP_000301678.1,RS08735 // adhC	WP_000301678.1,AdhC,AdhC // AdhE,AdhE,bifunctional acetaldehyde-CoA/alcohol dehydrogenase
STM474_RS08740	1802856	1803473	R	tdk	thymidine kinase,thymidine kinase	tdk	NC_016857.1	WP_000068097.1	909946	NA	NA	STM474_RS08740,tdk,WP_000068097.1,RS08740	WP_000068097.1,Tdk,thymidine kinase
STM474_RS08745	1804136	1804549	D	hns	DNA-binding transcriptional regulator H-NS,DNA-binding protein H-NS	hns	NC_016857.1	WP_001287383.1	909946	Histone_HNS	HNS_ECOLI	STM474_RS08745,hns,WP_001287383.1,RS08745,PF00816.20	WP_001287383.1,DNA-binding transcriptional regulator H-NS,Hns,Histone_HNS
STM474_RS08750	1804681	1805589	R	galU	UTP--glucose-1-phosphate uridylyltransferase GalU,UTP--glucose-1-phosphate uridylyltransferase	galU	NC_016857.1	WP_000729450.1	909946	NA	NA	STM474_RS08750,galU,WP_000729450.1,RS08750	WP_000729450.1,GalU,UTP--glucose-1-phosphate uridylyltransferase GalU
STM474_RS08755	1805792	1806805	R	rssB	two-component system response regulator RssB,two-component system response regulator RssB	rssA // rssB	NC_016857.1	WP_000193432.1	909946	NA	NA	STM474_RS08755,rssB,WP_000193432.1,RS08755	WP_000193432.1,RssB,two-component system response regulator RssB
STM474_RS08760	1806896	1807801	R	rssA	patatin-like phospholipase RssA,patatin family protein	rssA // rssB	NC_016857.1	WP_001230572.1	909946	NA	NA	STM474_RS08760,rssA,WP_001230572.1,RS08760	WP_001230572.1,patatin-like phospholipase RssA,RssA
STM474_RS08765	1807912	1808370	D	STM474_RS08765	YchJ family protein,hypothetical protein	STM474_RS08765	NC_016857.1	WP_001682412.1	909946	NA	NA	STM474_RS08765,WP_001682412.1,RS08765	WP_001682412.1,YchJ family protein
STM474_RS08770	1808421	1809263	D	purU	formyltetrahydrofolate deformylase,formyltetrahydrofolate deformylase	purU	NC_016857.1	WP_001191156.1	909946	NA	NA	STM474_RS08770,purU,WP_001191156.1,RS08770	WP_001191156.1,formyltetrahydrofolate deformylase,PurU
STM474_RS08775	1809422	1809506	NA	STM474_RS08775	tRNA-Tyr	STM474_RS08780 // STM474_RS24805 // STM474_RS08775	NA	NA	NA	NA	NA	STM474_RS08775,RS08775	
STM474_RS24805	1809551	1809676	NA	STM474_RS24805	RtT sRNA	STM474_RS08780 // STM474_RS24805 // STM474_RS08775	NA	NA	NA	NA	NA	STM474_RS24805,RS24805	
STM474_RS08780	1809711	1809795	NA	STM474_RS08780	tRNA-Tyr	STM474_RS08780 // STM474_RS24805 // STM474_RS08775	NA	NA	NA	NA	NA	STM474_RS08780,RS08780	
STM474_RS24810	1809839	1809969	NA	STM474_RS24810	RtT sRNA	STM474_RS24810	NA	NA	NA	NA	NA	STM474_RS24810,RS24810	
STM474_RS24815	1810013	1810143	NA	STM474_RS24815	RtT sRNA	STM474_RS24815	NA	NA	NA	NA	NA	STM474_RS24815,RS24815	
STM474_RS24820	1810187	1810318	NA	STM474_RS24820	RtT sRNA	STM474_RS24820	NA	NA	NA	NA	NA	STM474_RS24820,RS24820	
STM474_RS24825	1810362	1810492	NA	STM474_RS24825	RtT sRNA	STM474_RS24825	NA	NA	NA	NA	NA	STM474_RS24825,RS24825	
STM474_RS08785	1810579	1812108	R	STM474_RS08785	sel1 repeat family protein,sel1 repeat family protein	STM474_RS08785	NC_016857.1	WP_001212712.1	909946	NA	NA	STM474_RS08785,WP_001212712.1,RS08785	WP_001212712.1,sel1 repeat family protein
STM474_RS08790	1812350	1813027	R	narI	respiratory nitrate reductase subunit gamma,respiratory nitrate reductase subunit gamma	STM474_RS08805 // narH // narJ // narI	NC_016857.1	WP_000545594.1	909946	NA	NA	STM474_RS08790,narI,WP_000545594.1,RS08790	WP_000545594.1,NarI,respiratory nitrate reductase subunit gamma
STM474_RS08795	1813027	1813737	R	narJ	nitrate reductase molybdenum cofactor assembly chaperone,nitrate reductase molybdenum cofactor assembly chaperone	STM474_RS08805 // narH // narJ // narI	NC_016857.1	WP_000571667.1	909946	NA	NA	STM474_RS08795,narJ,WP_000571667.1,RS08795	WP_000571667.1,NarJ,nitrate reductase molybdenum cofactor assembly chaperone
STM474_RS08800	1813734	1815269	R	narH	nitrate reductase subunit beta,nitrate reductase subunit beta	STM474_RS08805 // narH // narJ // narI	NC_016857.1	WP_000702625.1	909946	NA	NA	STM474_RS08800,narH,WP_000702625.1,RS08800	WP_000702625.1,NarH,nitrate reductase subunit beta
STM474_RS08805	1815266	1819009	R	STM474_RS08805	nitrate reductase subunit alpha,nitrate reductase subunit alpha	STM474_RS08805 // narH // narJ // narI	NC_016857.1	WP_000032881.1	909946	NA	NA	STM474_RS08805,WP_000032881.1,RS08805	WP_000032881.1,nitrate reductase subunit alpha
STM474_RS08810	1819397	1820794	R	narK	nitrate transporter NarK,NarK family nitrate/nitrite MFS transporter	narK	NC_016857.1	WP_000018997.1	909946	NA	NA	STM474_RS08810,narK,WP_000018997.1,RS08810	WP_000018997.1,NarK,nitrate transporter NarK
STM474_RS08815	1821135	1822931	D	narX	nitrate/nitrite two-component system sensor histidine kinase NarX,nitrate/nitrite two-component system sensor histidine kinase NarX	narL // narX	NC_016857.1	WP_000476244.1	909946	NA	NA	STM474_RS08815,narX,WP_000476244.1,RS08815	WP_000476244.1,NarX,nitrate/nitrite two-component system sensor histidine kinase NarX
STM474_RS08820	1822924	1823574	D	narL	two-component system response regulator NarL,two-component system response regulator NarL	narL // narX	NC_016857.1	WP_001064598.1	909946	GerE	NARL_ECOLI	STM474_RS08820,narL,WP_001064598.1,RS08820,PF00196.18	WP_001064598.1,NarL,two-component system response regulator NarL,GerE
STM474_RS08825	1823575	1824999	R	STM474_RS08825	YchO/YchP family invasin,YchO family inverse autotransporter domain-containing protein	STM474_RS08825	NC_016857.1	WP_000008985.1	909946	NA	NA	STM474_RS08825,WP_000008985.1,RS08825	WP_000008985.1,YchO/YchP family invasin
STM474_RS08830	1825176	1825529	D	STM474_RS08830	DsrE/DsrF/TusD sulfur relay family protein,hypothetical protein	STM474_RS08830	NC_016857.1	WP_001179794.1	909946	NA	NA	STM474_RS08830,WP_001179794.1,RS08830	WP_001179794.1,DsrE/DsrF/TusD sulfur relay family protein
STM474_RS08835	1825609	1825839	R	chaB	putative cation transport regulator ChaB,cation transport regulator	chaB	NC_016857.1	WP_001146392.1	909946	NA	NA	STM474_RS08835,chaB,WP_001146392.1,RS08835	WP_001146392.1,ChaB,putative cation transport regulator ChaB
STM474_RS08840	1826106	1827206	D	chaA	sodium-potassium/proton antiporter ChaA,sodium-potassium/proton antiporter ChaA	chaA	NC_016857.1	WP_000148418.1	909946	NA	NA	STM474_RS08840,chaA,WP_000148418.1,RS08840	WP_000148418.1,ChaA,sodium-potassium/proton antiporter ChaA
STM474_RS08845	1827260	1828114	R	kdsA	3-deoxy-8-phosphooctulonate synthase,2-dehydro-3-deoxyphosphooctonate aldolase	hemA // prfA // prmC // STM474_RS08855 // STM474_RS08850 // kdsA	NC_016857.1	WP_000811046.1	909946	NA	NA	STM474_RS08845,kdsA,WP_000811046.1,RS08845	WP_000811046.1,3-deoxy-8-phosphooctulonate synthase,KdsA
STM474_RS08850	1828152	1828961	R	STM474_RS08850	tetratricopeptide repeat-containing protein,protein sirB1	hemA // prfA // prmC // STM474_RS08855 // STM474_RS08850 // kdsA	NC_016857.1	WP_001257065.1	909946	NA	NA	STM474_RS08850,WP_001257065.1,RS08850	WP_001257065.1,tetratricopeptide repeat-containing protein
STM474_RS08855	1828965	1829354	R	STM474_RS08855	SirB family protein,protein sirB2	hemA // prfA // prmC // STM474_RS08855 // STM474_RS08850 // kdsA	NC_016857.1	WP_000150667.1	909946	SirB	-	STM474_RS08855,WP_000150667.1,RS08855,PF04247.11	WP_000150667.1,SirB family protein,SirB
STM474_RS08860	1829351	1830184	R	prmC	peptide chain release factor N(5)-glutamine methyltransferase,peptide chain release factor N(5)-glutamine methyltransferase	hemA // prfA // prmC // STM474_RS08855 // STM474_RS08850 // kdsA	NC_016857.1	WP_000347310.1	909946	NA	NA	STM474_RS08860,prmC,WP_000347310.1,RS08860	WP_000347310.1,peptide chain release factor N(5)-glutamine methyltransferase,PrmC
STM474_RS08865	1830184	1831266	R	prfA	peptide chain release factor 1,peptide chain release factor 1	hemA // prfA // prmC // STM474_RS08855 // STM474_RS08850 // kdsA	NC_016857.1	WP_000804703.1	909946	NA	NA	STM474_RS08865,prfA,WP_000804703.1,RS08865	WP_000804703.1,peptide chain release factor 1,PrfA
STM474_RS08870	1831307	1832563	R	hemA	glutamyl-tRNA reductase,glutamyl-tRNA reductase	hemA // prfA // prmC // STM474_RS08855 // STM474_RS08850 // kdsA	NC_016857.1	WP_000173208.1	909946	NA	NA	STM474_RS08870,hemA,WP_000173208.1,RS08870	WP_000173208.1,glutamyl-tRNA reductase,HemA
STM474_RS08875	1832877	1833500	D	lolB	lipoprotein localization protein LolB,outer membrane lipoprotein LolB	ispE // lolB	NC_016857.1	WP_000174484.1	909946	NA	NA	STM474_RS08875,lolB,WP_000174484.1,RS08875	WP_000174484.1,lipoprotein localization protein LolB,LolB
STM474_RS08880	1833497	1834348	D	ispE	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,4-diphosphocytidyl-2C-methyl-D-erythritol kinase	ispE // lolB	NC_016857.1	WP_000988246.1	909946	NA	NA	STM474_RS08880,ispE,WP_000988246.1,RS08880	WP_000988246.1,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,IspE
STM474_RS08885	1834614	1835561	D	prs	ribose-phosphate diphosphokinase,ribose-phosphate pyrophosphokinase	prs	NC_016857.1	WP_001518537.1	909946	NA	NA	STM474_RS08885,prs,WP_001518537.1,RS08885	WP_001518537.1,Prs,ribose-phosphate diphosphokinase
STM474_RS08890	1835686	1837371	D	dauA	C4-dicarboxylic acid transporter DauA,C4-dicarboxylic acid transporter DauA	dauA	NC_016857.1	WP_001037181.1	909946	NA	NA	STM474_RS08890,dauA,WP_001037181.1,RS08890	WP_001037181.1,C4-dicarboxylic acid transporter DauA,DauA
STM474_RS08895	1837416	1837694	R	ychH	stress-induced protein YchH,membrane protein	ychH	NC_016857.1	WP_000823878.1	909946	NA	NA	STM474_RS08895,ychH,WP_000823878.1,RS08895	WP_000823878.1,stress-induced protein YchH,YchH
STM474_RS08900	1837970	1838554	D	pth	aminoacyl-tRNA hydrolase,aminoacyl-tRNA hydrolase	pth	NC_016857.1	WP_000365078.1	909946	NA	NA	STM474_RS08900,pth,WP_000365078.1,RS08900	WP_000365078.1,aminoacyl-tRNA hydrolase,Pth
STM474_RS08905	1838671	1839762	D	ychF	redox-regulated ATPase YchF,redox-regulated ATPase YchF	ychF	NC_016857.1	WP_000505857.1	909946	NA	NA	STM474_RS08905,ychF,WP_000505857.1,RS08905	WP_000505857.1,redox-regulated ATPase YchF,YchF
STM474_RS08910	1839921	1841186	R	STM474_RS08910	DUF4427 domain-containing protein,DUF4427 domain-containing protein	STM474_RS08910	NC_016857.1	WP_000794388.1	909946	NA	NA	STM474_RS08910,WP_000794388.1,RS08910	WP_000794388.1,DUF4427 domain-containing protein
STM474_RS08915	1841681	1842799	D	STM474_RS08915	hydrogenase 1 small subunit,hydrogenase	STM474_RS08940 // hyaE // STM474_RS08930 // hyaC // hyaB // STM474_RS08915	NC_016857.1	WP_001058312.1	909946	NA	NA	STM474_RS08915,WP_001058312.1,RS08915	WP_001058312.1,hydrogenase 1 small subunit
STM474_RS08920	1842796	1844589	D	hyaB	Ni/Fe-hydrogenase large subunit,hydrogenase 2 large subunit	STM474_RS08940 // hyaE // STM474_RS08930 // hyaC // hyaB // STM474_RS08915	NC_016857.1	WP_000070978.1	909946	NA	NA	STM474_RS08920,hyaB,WP_000070978.1,RS08920	WP_000070978.1,HyaB,Ni/Fe-hydrogenase large subunit
STM474_RS08925	1844608	1845339	D	hyaC	Ni/Fe-hydrogenase b-type cytochrome subunit,Ni/Fe-hydrogenase, b-type cytochrome subunit	STM474_RS08940 // hyaE // STM474_RS08930 // hyaC // hyaB // STM474_RS08915	NC_016857.1	WP_000147036.1	909946	NA	NA	STM474_RS08925,hyaC,WP_000147036.1,RS08925	WP_000147036.1,HyaC,Ni/Fe-hydrogenase b-type cytochrome subunit
STM474_RS08930	1845336	1845932	D	STM474_RS08930	hydrogenase 1 maturation protease,HyaD/HybD family hydrogenase maturation endopeptidase	STM474_RS08940 // hyaE // STM474_RS08930 // hyaC // hyaB // STM474_RS08915	NC_016857.1	WP_000993803.1	909946	NA	NA	STM474_RS08930,WP_000993803.1,RS08930	WP_000993803.1,hydrogenase 1 maturation protease
STM474_RS08935	1845922	1846326	D	hyaE	hydrogenase-1 operon protein HyaE,hydrogenase-1 operon protein HyaE	STM474_RS08940 // hyaE // STM474_RS08930 // hyaC // hyaB // STM474_RS08915	NC_016857.1	WP_001262581.1	909946	NA	NA	STM474_RS08935,hyaE,WP_001262581.1,RS08935	WP_001262581.1,HyaE,hydrogenase-1 operon protein HyaE
STM474_RS08940	1846323	1847171	D	STM474_RS08940	hydrogenase expression/formation protein,hydrogenase expression/formation protein	STM474_RS08940 // hyaE // STM474_RS08930 // hyaC // hyaB // STM474_RS08915	NC_016857.1	WP_000063377.1	909946	NA	NA	STM474_RS08940,WP_000063377.1,RS08940	WP_000063377.1,hydrogenase expression/formation protein
STM474_RS08945	1847246	1848790	D	appC	cytochrome bd-II oxidase subunit 1,cytochrome bd-II ubiquinol oxidase subunit I	cbdX // appB // appC	NC_016857.1	WP_000263611.1	909946	NA	NA	STM474_RS08945,appC,WP_000263611.1,RS08945	WP_000263611.1,AppC,cytochrome bd-II oxidase subunit 1
STM474_RS08950	1848802	1849938	D	appB	cytochrome d ubiquinol oxidase subunit II,cytochrome d ubiquinol oxidase subunit II	cbdX // appB // appC	NC_016857.1	WP_000888114.1	909946	NA	NA	STM474_RS08950,appB,WP_000888114.1,RS08950	WP_000888114.1,AppB,cytochrome d ubiquinol oxidase subunit II
STM474_RS08955	1849951	1850040	D	cbdX	cytochrome bd-II oxidase subunit CbdX,cytochrome bd-II oxidase subunit CbdX	cbdX // appB // appC	NC_016857.1	WP_000270301.1	909946	NA	NA	STM474_RS08955,cbdX,WP_000270301.1,RS08955	WP_000270301.1,CbdX,cytochrome bd-II oxidase subunit CbdX
STM474_RS08960	1850435	1851709	D	STM474_RS08960	Glu/Leu/Phe/Val dehydrogenase,Glu/Leu/Phe/Val dehydrogenase	STM474_RS08960	NC_016857.1	WP_001526439.1	909946	NA	NA	STM474_RS08960,WP_001526439.1,RS08960	WP_001526439.1,Glu/Leu/Phe/Val dehydrogenase
STM474_RS08965	1851923	1853635	D	STM474_RS08965	alpha,alpha-trehalase,alpha,alpha-trehalase	STM474_RS08965	NC_016857.1	WP_000612821.1	909946	NA	NA	STM474_RS08965,treA,WP_000612821.1,RS08965	WP_000612821.1,alpha,alpha-trehalase
STM474_RS08970	1853698	1853952	R	STM474_RS08970	GlsB/YeaQ/YmgE family stress response membrane protein,GlsB/YeaQ/YmgE family stress response membrane protein	STM474_RS08970	NC_016857.1	WP_000511323.1	909946	NA	NA	STM474_RS08970,WP_000511323.1,RS08970	WP_000511323.1,GlsB/YeaQ/YmgE family stress response membrane protein
STM474_RS08975	1854121	1854855	D	ycgR	flagellar brake protein YcgR,flagellar brake protein YcgR	ycgR	NC_016857.1	WP_000017421.1	909946	NA	NA	STM474_RS08975,ycgR,WP_000017421.1,RS08975	WP_000017421.1,flagellar brake protein YcgR,YcgR
STM474_RS08980	1854869	1855480	R	emtA	membrane-bound lytic murein transglycosylase EmtA,murein transglycosylase	emtA	NC_016857.1	WP_000776974.1	909946	NA	NA	STM474_RS08980,emtA,WP_000776974.1,RS08980	WP_000776974.1,EmtA,membrane-bound lytic murein transglycosylase EmtA
STM474_RS08985	1855651	1856565	D	ldcA	muramoyltetrapeptide carboxypeptidase,muramoyltetrapeptide carboxypeptidase	ldcA	NC_016857.1	WP_000051601.1	909946	NA	NA	STM474_RS08985,ldcA,WP_000051601.1,RS08985	WP_000051601.1,LdcA,muramoyltetrapeptide carboxypeptidase
STM474_RS08990	1856662	1858395	D	STM474_RS08990	potassium/proton antiporter,K+/H+ antiporter NhaP2	STM474_RS08990	NC_016857.1	WP_000338376.1	909946	NA	NA	STM474_RS08990,WP_000338376.1,RS08990	WP_000338376.1,potassium/proton antiporter
STM474_RS08995	1858458	1859528	R	dadX	catabolic alanine racemase DadX,alanine racemase catabolic	STM474_RS09000 // dadX	NC_016857.1	WP_000197903.1	909946	NA	NA	STM474_RS08995,dadX,WP_000197903.1,RS08995	WP_000197903.1,catabolic alanine racemase DadX,DadX
STM474_RS09000	1859542	1860840	R	STM474_RS09000	D-amino acid dehydrogenase,D-amino-acid dehydrogenase	STM474_RS09000 // dadX	NC_016857.1	WP_001266937.1	909946	NA	NA	STM474_RS09000,WP_001266937.1,RS09000	WP_001266937.1,D-amino acid dehydrogenase
STM474_RS09005	1861163	1862695	D	STM474_RS09005	SpoVR family protein,SpoVR family protein	STM474_RS09005	NC_016857.1	WP_001240769.1	909946	NA	NA	STM474_RS09005,WP_001240769.1,RS09005	WP_001240769.1,SpoVR family protein
STM474_RS09010	1862742	1863461	R	fadR	fatty acid metabolism transcriptional regulator FadR,fatty acid metabolism transcriptional regulator FadR	fadR	NC_016857.1	WP_000234826.1	909946	GntR	FADR_ECOLI	STM474_RS09010,fadR,WP_000234826.1,RS09010,PF00392.20	WP_000234826.1,FadR,fatty acid metabolism transcriptional regulator FadR,GntR
STM474_RS09015	1863681	1865225	D	nhaB	Na(+)/H(+) antiporter NhaB,Na+/H+ antiporter NhaB	nhaB	NC_016857.1	WP_000406435.1	909946	NA	NA	STM474_RS09015,nhaB,WP_000406435.1,RS09015	WP_000406435.1,Na(+)/H(+) antiporter NhaB,NhaB
STM474_RS09020	1865367	1865897	D	dsbB	disulfide bond formation protein DsbB,disulfide bond formation protein B	dsbB	NC_016857.1	WP_000943475.1	909946	NA	NA	STM474_RS09020,dsbB,WP_000943475.1,RS09020	WP_000943475.1,disulfide bond formation protein DsbB,DsbB
STM474_RS09025	1866006	1866347	D	STM474_RS09025	DUF1971 domain-containing protein,DUF1971 domain-containing protein	STM474_RS09025	NC_016857.1	WP_000018967.1	909946	NA	NA	STM474_RS09025,WP_000018967.1,RS09025	WP_000018967.1,DUF1971 domain-containing protein
STM474_RS09030	1866419	1866592	R	STM474_RS09030	addiction module toxin, GnsA/GnsB family,protein gns	STM474_RS09030	NC_016857.1	WP_001083582.1	909946	NA	NA	STM474_RS09030,WP_001083582.1,RS09030	WP_001083582.1, GnsA/GnsB family,addiction module toxin
STM474_RS09035	1866784	1866921	R	STM474_RS09035	hypothetical protein,hypothetical protein	STM474_RS09035	NC_016857.1	WP_001519337.1	909946	NA	NA	STM474_RS09035,WP_001519337.1,RS09035	WP_001519337.1,hypothetical protein
STM474_RS09040	1867273	1867719	R	STM474_RS09040	YcgN family cysteine cluster protein,YcgN family cysteine cluster protein	STM474_RS09040	NC_016857.1	WP_000785857.1	909946	NA	NA	STM474_RS09040,WP_000785857.1,RS09040	WP_000785857.1,YcgN family cysteine cluster protein
STM474_RS09045	1867812	1868471	R	STM474_RS09045	fumarylacetoacetate hydrolase family protein,isomerase/hydrolase	STM474_RS09045	NC_016857.1	WP_001519895.1	909946	NA	NA	STM474_RS09045,WP_001519895.1,RS09045	WP_001519895.1,fumarylacetoacetate hydrolase family protein
STM474_RS09050	1868521	1868814	R	STM474_RS09050	YcgL domain-containing protein,hypothetical protein	STM474_RS09050	NC_016857.1	WP_001250286.1	909946	NA	NA	STM474_RS09050,WP_001250286.1,RS09050	WP_001250286.1,YcgL domain-containing protein
STM474_RS09055	1868940	1869647	D	minC	septum site-determining protein MinC,septum site-determining protein MinC	minE // minD // minC	NC_016857.1	WP_000072527.1	909946	NA	NA	STM474_RS09055,minC,WP_000072527.1,RS09055	WP_000072527.1,MinC,septum site-determining protein MinC
STM474_RS09060	1869671	1870483	D	minD	septum site-determining protein MinD,septum site-determining protein MinD	minE // minD // minC	NC_016857.1	WP_000101047.1	909946	NA	NA	STM474_RS09060,minD,WP_000101047.1,RS09060	WP_000101047.1,MinD,septum site-determining protein MinD
STM474_RS09065	1870487	1870753	D	minE	cell division topological specificity factor MinE,cell division topological specificity factor	minE // minD // minC	NC_016857.1	WP_001185666.1	909946	NA	NA	STM474_RS09065,minE,WP_001185666.1,RS09065	WP_001185666.1,cell division topological specificity factor MinE,MinE
STM474_RS09070	1870875	1872002	R	rnd	ribonuclease D,ribonuclease D	rnd	NC_016857.1	WP_001109130.1	909946	NA	NA	STM474_RS09070,rnd,WP_001109130.1,RS09070	WP_001109130.1,ribonuclease D,Rnd
STM474_RS09075	1872138	1872596	R	tnpA	IS200/IS605-like element IS200F family transposase,IS200/IS605 family transposase IS200F	tnpA	NC_016857.1	WP_000502119.1	909946	NA	NA	STM474_RS09075,tnpA,WP_000502119.1,RS09075	WP_000502119.1,IS200/IS605-like element IS200F family transposase,TnpA
STM474_RS09080	1872787	1874472	R	fadD	long-chain-fatty-acid--CoA ligase FadD,long-chain-fatty-acid--CoA ligase	fadD	NC_016857.1	WP_000758418.1	909946	NA	NA	STM474_RS09080,fadD,WP_000758418.1,RS09080	WP_000758418.1,FadD,long-chain-fatty-acid--CoA ligase FadD
STM474_RS09085	1874677	1875258	R	STM474_RS09085	Slp family lipoprotein,membrane protein	STM474_RS09085	NC_016857.1	WP_000290594.1	909946	NA	NA	STM474_RS09085,WP_000290594.1,RS09085	WP_000290594.1,Slp family lipoprotein
STM474_RS09090	1875330	1876025	R	tsaB	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	tsaB	NC_016857.1	WP_001221014.1	909946	NA	NA	STM474_RS09090,tsaB,WP_001221014.1,RS09090	WP_001221014.1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,TsaB
STM474_RS09095	1876083	1877993	R	STM474_RS09095	ATP-dependent DNA helicase,ATP-dependent DNA helicase	STM474_RS09095	NC_016857.1	WP_000128807.1	909946	NA	NA	STM474_RS09095,WP_000128807.1,RS09095	WP_000128807.1,ATP-dependent DNA helicase
STM474_RS09100	1878124	1878468	D	STM474_RS09100	RidA family protein,RidA family protein	STM474_RS09100	NC_016857.1	WP_000029550.1	909946	NA	NA	STM474_RS09100,WP_000029550.1,RS09100	WP_000029550.1,RidA family protein
STM474_RS09105	1878474	1878653	R	STM474_RS09105	YoaH family protein,YoaH family protein	STM474_RS09105	NC_016857.1	WP_000457328.1	909946	NA	NA	STM474_RS09105,WP_000457328.1,RS09105	WP_000457328.1,YoaH family protein
STM474_RS09110	1878734	1880098	D	pabB	aminodeoxychorismate synthase component 1,aminodeoxychorismate synthase component I	STM474_RS09115 // pabB	NC_016857.1	WP_000978464.1	909946	NA	NA	STM474_RS09110,pabB,WP_000978464.1,RS09110	WP_000978464.1,aminodeoxychorismate synthase component 1,PabB
STM474_RS09115	1880102	1880680	D	STM474_RS09115	CoA pyrophosphatase,coenzyme A pyrophosphatase	STM474_RS09115 // pabB	NC_016857.1	WP_000381544.1	909946	NA	NA	STM474_RS09115,WP_000381544.1,RS09115	WP_000381544.1,CoA pyrophosphatase
STM474_RS09120	1880944	1882308	D	sdaA	L-serine ammonia-lyase,L-serine ammonia-lyase	sdaA	NC_016857.1	WP_001738311.1	909946	NA	NA	STM474_RS09120,sdaA,WP_001738311.1,RS09120	WP_001738311.1,L-serine ammonia-lyase,SdaA
STM474_RS09125	1882446	1884047	D	STM474_RS09125	cyclic diguanylate phosphodiesterase,cyclic diguanylate phosphodiesterase	STM474_RS09125	NC_016857.1	WP_001192513.1	909946	NA	NA	STM474_RS09125,WP_001192513.1,RS09125	WP_001192513.1,cyclic diguanylate phosphodiesterase
STM474_RS09130	1884069	1885628	R	yoaE	CNNM family cation transport protein YoaE,TerC family protein	yoaE	NC_016857.1	WP_000421815.1	909946	NA	NA	STM474_RS09130,yoaE,WP_000421815.1,RS09130	WP_000421815.1,CNNM family cation transport protein YoaE,YoaE
STM474_RS09140	1886101	1887069	D	manX	PTS mannose transporter subunit IIAB,PTS mannose transporter subunit IIAB	STM474_RS09150 // manY // manX	NC_016857.1	WP_000150521.1	909946	NA	NA	STM474_RS09140,manX,WP_000150521.1,RS09140	WP_000150521.1,ManX,PTS mannose transporter subunit IIAB
STM474_RS09145	1887122	1887922	D	manY	PTS mannose transporter subunit IIC,PTS mannose/fructose/sorbose transporter subunit IIC	STM474_RS09150 // manY // manX	NC_016857.1	WP_000406918.1	909946	NA	NA	STM474_RS09145,manY,WP_000406918.1,RS09145	WP_000406918.1,ManY,PTS mannose transporter subunit IIC
STM474_RS09150	1887935	1888786	D	STM474_RS09150	PTS mannose transporter subunit IID,PTS mannose transporter subunit IID	STM474_RS09150 // manY // manX	NC_016857.1	WP_001518647.1	909946	NA	NA	STM474_RS09150,WP_001518647.1,RS09150	WP_001518647.1,PTS mannose transporter subunit IID
STM474_RS09155	1888844	1889302	D	STM474_RS09155	DUF986 domain-containing protein,DUF986 domain-containing protein	STM474_RS09155	NC_016857.1	WP_000156280.1	909946	NA	NA	STM474_RS09155,WP_000156280.1,RS09155	WP_000156280.1,DUF986 domain-containing protein
STM474_RS09160	1889712	1890278	D	mntP	manganese efflux pump MntP,membrane protein	mntP	NC_016857.1	WP_000457305.1	909946	NA	NA	STM474_RS09160,mntP,WP_000457305.1,RS09160	WP_000457305.1,manganese efflux pump MntP,MntP
STM474_RS09165	1890275	1891084	R	rlmA	23S rRNA (guanine(745)-N(1))-methyltransferase,23S rRNA (guanine(745)-N(1))-methyltransferase	rlmA	NC_016857.1	WP_000010923.1	909946	NA	NA	STM474_RS09165,rlmA,WP_000010923.1,RS09165	WP_000010923.1,23S rRNA (guanine(745)-N(1))-methyltransferase,RlmA
STM474_RS09170	1891150	1892895	R	ftsI	peptidoglycan glycosyltransferase FtsI,cell division protein FtsI	ftsI	NC_016857.1	WP_000730322.1	909946	NA	NA	STM474_RS09170,ftsI,WP_000730322.1,RS09170	WP_000730322.1,FtsI,peptidoglycan glycosyltransferase FtsI
STM474_RS09175	1893115	1893324	R	cspE	transcription antiterminator/RNA stability regulator CspE,cold-shock protein CspC	STM474_RS09180 // cspE	NC_016857.1	WP_001062678.1	909946	CSD	CSPC_ECOLI	STM474_RS09175,cspE,WP_001062678.1,RS09175 // gicA // msmC,PF00313.21	WP_001062678.1,CspE,GicA,MsmC,MsmC // GicA // CspE,transcription antiterminator/RNA stability regulator CspE,CSD
STM474_RS09180	1893337	1893480	R	STM474_RS09180	YobF family protein,DUF2627 domain-containing protein	STM474_RS09180 // cspE	NC_016857.1	WP_001537930.1	909946	NA	NA	STM474_RS09180,WP_001537930.1,RS09180	WP_001537930.1,YobF family protein
