gene_id	start	stop	strand	gene_name	product	tu	chromosome	protein_id	taxid	TF_name	TF_K12_ortho	gene_synonyms	protein_synonyms
SL1344_RS11880	2419401	2421182	R	SL1344_RS11880	DUF3520 domain-containing protein,DUF3520 domain-containing protein	SL1344_RS11880	NC_016810.1	WP_000931746.1	216597	NA	NA	SL1344_RS11880,WP_000931746.1,RS11880	WP_000931746.1,DUF3520 domain-containing protein
SL1344_RS11885	2422070	2423527	R	SL1344_RS11885	NADH-quinone oxidoreductase subunit NuoN,NADH-quinone oxidoreductase subunit NuoN	SL1344_RS11890 // SL1344_RS11885	NC_016810.1	WP_000156671.1	216597	NA	NA	SL1344_RS11885,WP_000156671.1,RS11885	WP_000156671.1,NADH-quinone oxidoreductase subunit NuoN
SL1344_RS11890	2423534	2425063	R	SL1344_RS11890	NADH-quinone oxidoreductase subunit M,NADH-quinone oxidoreductase subunit M	SL1344_RS11890 // SL1344_RS11885	NC_016810.1	WP_000926431.1	216597	NA	NA	SL1344_RS11890,WP_000926431.1,RS11890	WP_000926431.1,NADH-quinone oxidoreductase subunit M
SL1344_RS27095	2425072	2425256	D	SL1344_RS27095	hypothetical protein	SL1344_RS27095	NC_016810.1	NA	216597	NA	NA	SL1344_RS27095,RS27095	
SL1344_RS11895	2425377	2427218	R	SL1344_RS11895	NADH-quinone oxidoreductase subunit L,NADH-quinone oxidoreductase subunit L	SL1344_RS11935 // SL1344_RS11930 // SL1344_RS11925 // SL1344_RS11920 // SL1344_RS11915 // SL1344_RS11910 // SL1344_RS11905 // SL1344_RS11900 // SL1344_RS11895	NC_016810.1	WP_001056582.1	216597	NA	NA	SL1344_RS11895,WP_001056582.1,RS11895	WP_001056582.1,NADH-quinone oxidoreductase subunit L
SL1344_RS11900	2427215	2427517	R	SL1344_RS11900	NADH-quinone oxidoreductase subunit K,NADH-quinone oxidoreductase subunit K	SL1344_RS11935 // SL1344_RS11930 // SL1344_RS11925 // SL1344_RS11920 // SL1344_RS11915 // SL1344_RS11910 // SL1344_RS11905 // SL1344_RS11900 // SL1344_RS11895	NC_016810.1	WP_000612687.1	216597	NA	NA	SL1344_RS11900,WP_000612687.1,RS11900	WP_000612687.1,NADH-quinone oxidoreductase subunit K
SL1344_RS11905	2427514	2428068	R	SL1344_RS11905	NADH-quinone oxidoreductase subunit J,NADH-quinone oxidoreductase subunit J	SL1344_RS11935 // SL1344_RS11930 // SL1344_RS11925 // SL1344_RS11920 // SL1344_RS11915 // SL1344_RS11910 // SL1344_RS11905 // SL1344_RS11900 // SL1344_RS11895	NC_016810.1	WP_000393522.1	216597	NA	NA	SL1344_RS11905,WP_000393522.1,RS11905	WP_000393522.1,NADH-quinone oxidoreductase subunit J
SL1344_RS11910	2428079	2428621	R	SL1344_RS11910	NADH-quinone oxidoreductase subunit I,NADH-quinone oxidoreductase subunit I	SL1344_RS11935 // SL1344_RS11930 // SL1344_RS11925 // SL1344_RS11920 // SL1344_RS11915 // SL1344_RS11910 // SL1344_RS11905 // SL1344_RS11900 // SL1344_RS11895	NC_016810.1	WP_000172747.1	216597	NA	NA	SL1344_RS11910,WP_000172747.1,RS11910	WP_000172747.1,NADH-quinone oxidoreductase subunit I
SL1344_RS11915	2428636	2429613	R	SL1344_RS11915	NADH-quinone oxidoreductase subunit H,NADH-quinone oxidoreductase subunit H	SL1344_RS11935 // SL1344_RS11930 // SL1344_RS11925 // SL1344_RS11920 // SL1344_RS11915 // SL1344_RS11910 // SL1344_RS11905 // SL1344_RS11900 // SL1344_RS11895	NC_016810.1	WP_000118515.1	216597	NA	NA	SL1344_RS11915,WP_000118515.1,RS11915	WP_000118515.1,NADH-quinone oxidoreductase subunit H
SL1344_RS11920	2429610	2432342	R	SL1344_RS11920	NADH-quinone oxidoreductase subunit NuoG,NADH-quinone oxidoreductase subunit NuoG	SL1344_RS11935 // SL1344_RS11930 // SL1344_RS11925 // SL1344_RS11920 // SL1344_RS11915 // SL1344_RS11910 // SL1344_RS11905 // SL1344_RS11900 // SL1344_RS11895	NC_016810.1	WP_000928364.1	216597	NA	NA	SL1344_RS11920,WP_000928364.1,RS11920	WP_000928364.1,NADH-quinone oxidoreductase subunit NuoG
SL1344_RS11925	2432367	2433704	R	SL1344_RS11925	NADH-quinone oxidoreductase subunit F,NADH-quinone oxidoreductase subunit F	SL1344_RS11935 // SL1344_RS11930 // SL1344_RS11925 // SL1344_RS11920 // SL1344_RS11915 // SL1344_RS11910 // SL1344_RS11905 // SL1344_RS11900 // SL1344_RS11895	NC_016810.1	WP_000800048.1	216597	NA	NA	SL1344_RS11925,WP_000800048.1,RS11925	WP_000800048.1,NADH-quinone oxidoreductase subunit F
SL1344_RS11930	2433701	2434201	R	SL1344_RS11930	NADH-quinone oxidoreductase subunit E,NADH-quinone oxidoreductase subunit E	SL1344_RS11935 // SL1344_RS11930 // SL1344_RS11925 // SL1344_RS11920 // SL1344_RS11915 // SL1344_RS11910 // SL1344_RS11905 // SL1344_RS11900 // SL1344_RS11895	NC_016810.1	WP_000545038.1	216597	NA	NA	SL1344_RS11930,WP_000545038.1,RS11930	WP_000545038.1,NADH-quinone oxidoreductase subunit E
SL1344_RS11935	2434204	2436006	R	SL1344_RS11935	NADH-quinone oxidoreductase subunit C/D,NADH-quinone oxidoreductase subunit C/D	SL1344_RS11935 // SL1344_RS11930 // SL1344_RS11925 // SL1344_RS11920 // SL1344_RS11915 // SL1344_RS11910 // SL1344_RS11905 // SL1344_RS11900 // SL1344_RS11895	NC_016810.1	WP_000247855.1	216597	NA	NA	SL1344_RS11935,WP_000247855.1,RS11935	WP_000247855.1,NADH-quinone oxidoreductase subunit C/D
SL1344_RS11940	2436093	2436755	R	SL1344_RS11940	NADH-quinone oxidoreductase subunit B,NADH-quinone oxidoreductase subunit B	nuoA // SL1344_RS11940	NC_016810.1	WP_000386728.1	216597	NA	NA	SL1344_RS11940,WP_000386728.1,RS11940	WP_000386728.1,NADH-quinone oxidoreductase subunit B
SL1344_RS11945	2436771	2437214	R	nuoA	NADH-quinone oxidoreductase subunit A,NADH-quinone oxidoreductase subunit A	nuoA // SL1344_RS11940	NC_016810.1	WP_000062993.1	216597	NA	NA	SL1344_RS11945,nuoA,WP_000062993.1,RS11945	WP_000062993.1,NADH-quinone oxidoreductase subunit A,NuoA
SL1344_RS11950	2437609	2437761	R	SL1344_RS11950	hypothetical protein,hypothetical protein	SL1344_RS11950	NC_016810.1	WP_001522276.1	216597	NA	NA	SL1344_RS11950,WP_001522276.1,RS11950	WP_001522276.1,hypothetical protein
SL1344_RS11955	2437841	2438779	R	SL1344_RS11955	transcriptional regulator LrhA,transcriptional regulator LrhA	SL1344_RS11955	NC_016810.1	WP_000606288.1	216597	HTH_1	LRHA_ECOLI	SL1344_RS11955,WP_000606288.1,RS11955,PF00126.26	WP_000606288.1,transcriptional regulator LrhA,HTH_1
SL1344_RS25590	2439444	2439629	R	SL1344_RS25590	hypothetical protein	SL1344_RS25590	NC_016810.1	NA	216597	NA	NA	SL1344_RS25590,RS25590	
SL1344_RS11960	2439711	2440925	D	SL1344_RS11960	pyridoxal phosphate-dependent aminotransferase,pyridoxal phosphate-dependent aminotransferase	SL1344_RS11960	NC_016810.1	WP_000074540.1	216597	NA	NA	SL1344_RS11960,WP_000074540.1,RS11960	WP_000074540.1,pyridoxal phosphate-dependent aminotransferase
SL1344_RS11965	2441019	2441618	D	SL1344_RS11965	5'-deoxynucleotidase,5'-deoxynucleotidase	SL1344_RS11965	NC_016810.1	WP_000813882.1	216597	NA	NA	SL1344_RS11965,WP_000813882.1,RS11965	WP_000813882.1,5'-deoxynucleotidase
SL1344_RS11970	2441710	2443536	R	SL1344_RS11970	SLC13 family permease,SLC13 family permease	SL1344_RS11970	NC_016810.1	WP_001012861.1	216597	NA	NA	SL1344_RS11970,WP_001012861.1,RS11970	WP_001012861.1,SLC13 family permease
SL1344_RS11975	2443613	2444290	R	SL1344_RS11975	sugar phosphatase,sugar phosphatase	SL1344_RS11980 // SL1344_RS11975	NC_016810.1	WP_014343872.1	216597	NA	NA	SL1344_RS11975,WP_014343872.1,RS11975	WP_014343872.1,sugar phosphatase
SL1344_RS11980	2444283	2444777	R	SL1344_RS11980	YfbU family protein,YfbU family protein	SL1344_RS11980 // SL1344_RS11975	NC_016810.1	WP_000426135.1	216597	NA	NA	SL1344_RS11980,WP_000426135.1,RS11980	WP_000426135.1,YfbU family protein
SL1344_RS11985	2444860	2445315	R	yfbV	DUF412 domain-containing protein,DUF412 domain-containing protein	yfbV	NC_016810.1	WP_000106617.1	216597	NA	NA	SL1344_RS11985,yfbV,WP_000106617.1,RS11985	WP_000106617.1,DUF412 domain-containing protein,YfbV
SL1344_RS11990	2445655	2446857	D	SL1344_RS11990	acetate kinase,acetate kinase	SL1344_RS11995 // SL1344_RS11990	NC_016810.1	WP_000095689.1	216597	NA	NA	SL1344_RS11990,WP_000095689.1,RS11990	WP_000095689.1,acetate kinase
SL1344_RS11995	2446934	2449078	D	SL1344_RS11995	phosphate acetyltransferase,phosphate acetyltransferase	SL1344_RS11995 // SL1344_RS11990	NC_016810.1	WP_000086692.1	216597	NA	NA	SL1344_RS11995,WP_000086692.1,RS11995	WP_000086692.1,phosphate acetyltransferase
SL1344_RS12000	2449296	2450816	D	SL1344_RS12000	basic amino acid antiporter,basic amino acid antiporter	SL1344_RS12000	NC_016810.1	WP_000117932.1	216597	NA	NA	SL1344_RS12000,WP_000117932.1,RS12000	WP_000117932.1,basic amino acid antiporter
SL1344_RS12005	2450865	2451818	R	SL1344_RS12005	transketolase,transketolase	SL1344_RS12020 // SL1344_RS12015 // SL1344_RS12010 // SL1344_RS12005	NC_016810.1	WP_000593016.1	216597	NA	NA	SL1344_RS12005,WP_000593016.1,RS12005	WP_000593016.1,transketolase
SL1344_RS12010	2451811	2452641	R	SL1344_RS12010	transketolase,transketolase	SL1344_RS12020 // SL1344_RS12015 // SL1344_RS12010 // SL1344_RS12005	NC_016810.1	WP_001103265.1	216597	NA	NA	SL1344_RS12010,WP_001103265.1,RS12010	WP_001103265.1,transketolase
SL1344_RS12015	2452638	2454029	R	SL1344_RS12015	PTS ascorbate transporter subunit IIC,PTS ascorbate transporter subunit IIC	SL1344_RS12020 // SL1344_RS12015 // SL1344_RS12010 // SL1344_RS12005	NC_016810.1	WP_001522266.1	216597	NA	NA	SL1344_RS12015,WP_001522266.1,RS12015	WP_001522266.1,PTS ascorbate transporter subunit IIC
SL1344_RS12020	2454050	2454322	R	SL1344_RS12020	PTS mannitol transporter subunit IIB,PTS mannitol transporter subunit IIB	SL1344_RS12020 // SL1344_RS12015 // SL1344_RS12010 // SL1344_RS12005	NC_016810.1	WP_000699818.1	216597	NA	NA	SL1344_RS12020,WP_000699818.1,RS12020	WP_000699818.1,PTS mannitol transporter subunit IIB
SL1344_RS12025	2454403	2454846	R	SL1344_RS12025	PTS ascorbate transporter subunit IIA,PTS ascorbate transporter subunit IIA	SL1344_RS12025	NC_016810.1	WP_000901812.1	216597	NA	NA	SL1344_RS12025,WP_000901812.1,RS12025	WP_000901812.1,PTS ascorbate transporter subunit IIA
SL1344_RS12030	2454845	2455018	D	SL1344_RS12030	hypothetical protein,hypothetical protein	SL1344_RS12030	NC_016810.1	WP_000895608.1	216597	NA	NA	SL1344_RS12030,WP_000895608.1,RS12030	WP_000895608.1,hypothetical protein
SL1344_RS12035	2455099	2456118	D	SL1344_RS12035	transcriptional regulator,transcriptional regulator	SL1344_RS12035	NC_016810.1	WP_000026949.1	216597	LacI	-	SL1344_RS12035,WP_000026949.1,RS12035,PF00356.20	WP_000026949.1,transcriptional regulator,LacI
SL1344_RS12040	2456124	2456678	R	SL1344_RS12040	NUDIX hydrolase,NUDIX hydrolase	SL1344_RS12040	NC_016810.1	WP_000230215.1	216597	NA	NA	SL1344_RS12040,WP_000230215.1,RS12040	WP_000230215.1,NUDIX hydrolase
SL1344_RS12045	2456735	2457286	R	SL1344_RS12045	phosphodiesterase,phosphodiesterase	SL1344_RS12045	NC_016810.1	WP_000772458.1	216597	NA	NA	SL1344_RS12045,WP_000772458.1,RS12045	WP_000772458.1,phosphodiesterase
SL1344_RS12050	2457342	2457986	R	SL1344_RS12050	glutathione S-transferase,glutathione S-transferase	SL1344_RS12050	NC_016810.1	WP_000043010.1	216597	NA	NA	SL1344_RS12050,WP_000043010.1,RS12050	WP_000043010.1,glutathione S-transferase
SL1344_RS12055	2458129	2458776	D	SL1344_RS12055	thiol:disulfide oxidoreductase,thiol:disulfide oxidoreductase	SL1344_RS12055	NC_016810.1	WP_000566563.1	216597	NA	NA	SL1344_RS12055,WP_000566563.1,RS12055	WP_000566563.1,thiol:disulfide oxidoreductase
SL1344_RS12060	2458902	2459795	D	SL1344_RS12060	TIGR01777 family protein,TIGR01777 family protein	SL1344_RS12060	NC_016810.1	WP_001166274.1	216597	NA	NA	SL1344_RS12060,WP_001166274.1,RS12060	WP_001166274.1,TIGR01777 family protein
SL1344_RS12065	2459847	2460620	R	SL1344_RS12065	histidine/lysine/arginine/ornithine ABC transporter ATP-binding protein HisP,histidine/lysine/arginine/ornithine ABC transporter ATP-binding protein HisP	SL1344_RS12075 // SL1344_RS12070 // SL1344_RS12065	NC_016810.1	WP_001293591.1	216597	NA	NA	SL1344_RS12065,WP_001293591.1,RS12065	WP_001293591.1,histidine/lysine/arginine/ornithine ABC transporter ATP-binding protein HisP
SL1344_RS12070	2460634	2461341	R	SL1344_RS12070	histidine ABC transporter permease,histidine ABC transporter permease	SL1344_RS12075 // SL1344_RS12070 // SL1344_RS12065	NC_016810.1	WP_000569771.1	216597	NA	NA	SL1344_RS12070,WP_000569771.1,RS12070	WP_000569771.1,histidine ABC transporter permease
SL1344_RS12075	2461338	2462024	R	SL1344_RS12075	histidine ABC transporter permease,histidine ABC transporter permease	SL1344_RS12075 // SL1344_RS12070 // SL1344_RS12065	NC_016810.1	WP_000965498.1	216597	NA	NA	SL1344_RS12075,WP_000965498.1,RS12075	WP_000965498.1,histidine ABC transporter permease
SL1344_RS12080	2462207	2462989	R	SL1344_RS12080	histidine ABC transporter substrate-binding protein HisJ,histidine ABC transporter substrate-binding protein HisJ	SL1344_RS12080	NC_016810.1	WP_000731868.1	216597	NA	NA	SL1344_RS12080,WP_000731868.1,RS12080	WP_000731868.1,histidine ABC transporter substrate-binding protein HisJ
SL1344_RS12085	2463227	2464009	R	SL1344_RS12085	lysine/arginine/ornithine-binding periplasmic protein,lysine/arginine/ornithine-binding periplasmic protein	SL1344_RS12085	NC_016810.1	WP_000754423.1	216597	NA	NA	SL1344_RS12085,WP_000754423.1,RS12085	WP_000754423.1,lysine/arginine/ornithine-binding periplasmic protein
SL1344_RS25595	2464129	2464320	R	SL1344_RS25595	hypothetical protein,hypothetical protein	SL1344_RS25595	NC_016810.1	WP_024937332.1	216597	NA	NA	SL1344_RS25595,WP_024937332.1,RS25595	WP_024937332.1,hypothetical protein
SL1344_RS12090	2464298	2464867	R	SL1344_RS12090	3-octaprenyl-4-hydroxybenzoate carboxy-lyase partner protein,3-octaprenyl-4-hydroxybenzoate carboxy-lyase partner protein	SL1344_RS12095 // SL1344_RS12090	NC_016810.1	WP_000825682.1	216597	NA	NA	SL1344_RS12090,WP_000825682.1,RS12090	WP_000825682.1,3-octaprenyl-4-hydroxybenzoate carboxy-lyase partner protein
SL1344_RS12095	2464894	2466300	R	SL1344_RS12095	amino acid permease,amino acid permease	SL1344_RS12095 // SL1344_RS12090	NC_016810.1	WP_000380357.1	216597	NA	NA	SL1344_RS12095,WP_000380357.1,RS12095	WP_000380357.1,amino acid permease
SL1344_RS12100	2466364	2467467	R	SL1344_RS12100	alanine/ornithine racemase family PLP-dependent enzyme,alanine/ornithine racemase family PLP-dependent enzyme	SL1344_RS12105 // SL1344_RS12100	NC_016810.1	WP_000281907.1	216597	NA	NA	SL1344_RS12100,WP_000281907.1,RS12100	WP_000281907.1,alanine/ornithine racemase family PLP-dependent enzyme
SL1344_RS12105	2467469	2468890	R	SL1344_RS12105	amino acid transporter,amino acid transporter	SL1344_RS12105 // SL1344_RS12100	NC_016810.1	WP_000072512.1	216597	NA	NA	SL1344_RS12105,WP_000072512.1,RS12105	WP_000072512.1,amino acid transporter
SL1344_RS12110	2468981	2470378	R	SL1344_RS12110	diaminopimelate decarboxylase,diaminopimelate decarboxylase	SL1344_RS12110	NC_016810.1	WP_000132305.1	216597	NA	NA	SL1344_RS12110,WP_000132305.1,RS12110	WP_000132305.1,diaminopimelate decarboxylase
SL1344_RS12115	2470589	2472016	D	SL1344_RS12115	sigma-54-dependent Fis family transcriptional regulator,sigma-54-dependent Fis family transcriptional regulator	SL1344_RS12115	NC_016810.1	WP_000168935.1	216597	HTH_8	ROCR_BACSU	SL1344_RS12115,WP_000168935.1,RS12115,PF02954.18	WP_000168935.1,sigma-54-dependent Fis family transcriptional regulator,HTH_8
SL1344_RS12120	2472052	2473569	R	SL1344_RS12120	amidophosphoribosyltransferase,amidophosphoribosyltransferase	SL1344_RS12125 // SL1344_RS12120	NC_016810.1	WP_000334204.1	216597	NA	NA	SL1344_RS12120,WP_000334204.1,RS12120	WP_000334204.1,amidophosphoribosyltransferase
SL1344_RS12125	2473607	2474095	R	SL1344_RS12125	colicin V production protein,colicin V production protein	SL1344_RS12125 // SL1344_RS12120	NC_016810.1	WP_000262102.1	216597	NA	NA	SL1344_RS12125,WP_000262102.1,RS12125	WP_000262102.1,colicin V production protein
SL1344_RS12130	2474406	2475080	R	SL1344_RS12130	SPOR domain-containing protein,SPOR domain-containing protein	SL1344_RS12135 // SL1344_RS12130	NC_016810.1	WP_000157037.1	216597	NA	NA	SL1344_RS12130,WP_000157037.1,RS12130	WP_000157037.1,SPOR domain-containing protein
SL1344_RS12135	2475070	2476338	R	SL1344_RS12135	bifunctional tetrahydrofolate synthase/dihydrofolate synthase,bifunctional tetrahydrofolate synthase/dihydrofolate synthase	SL1344_RS12135 // SL1344_RS12130	NC_016810.1	WP_000792275.1	216597	NA	NA	SL1344_RS12135,WP_000792275.1,RS12135	WP_000792275.1,bifunctional tetrahydrofolate synthase/dihydrofolate synthase
SL1344_RS12140	2476406	2477320	R	SL1344_RS12140	acetyl-CoA carboxylase carboxyl transferase subunit beta,acetyl-CoA carboxylase carboxyl transferase subunit beta	SL1344_RS12140	NC_016810.1	WP_000118383.1	216597	NA	NA	SL1344_RS12140,WP_000118383.1,RS12140	WP_000118383.1,acetyl-CoA carboxylase carboxyl transferase subunit beta
SL1344_RS12145	2477470	2478129	R	SL1344_RS12145	DedA family protein,DedA family protein	SL1344_RS12145	NC_016810.1	WP_000364318.1	216597	NA	NA	SL1344_RS12145,WP_000364318.1,RS12145	WP_000364318.1,DedA family protein
SL1344_RS12150	2478178	2478990	R	SL1344_RS12150	tRNA pseudouridine(38-40) synthase TruA,tRNA pseudouridine(38-40) synthase TruA	SL1344_RS12155 // SL1344_RS12150	NC_016810.1	WP_000016626.1	216597	NA	NA	SL1344_RS12150,WP_000016626.1,RS12150	WP_000016626.1,tRNA pseudouridine(38-40) synthase TruA
SL1344_RS12155	2478990	2480003	R	SL1344_RS12155	aspartate-semialdehyde dehydrogenase,aspartate-semialdehyde dehydrogenase	SL1344_RS12155 // SL1344_RS12150	NC_016810.1	WP_001289141.1	216597	NA	NA	SL1344_RS12155,WP_001289141.1,RS12155	WP_001289141.1,aspartate-semialdehyde dehydrogenase
SL1344_RS12160	2480071	2481207	R	SL1344_RS12160	erythronate-4-phosphate dehydrogenase,erythronate-4-phosphate dehydrogenase	SL1344_RS12160	NC_016810.1	WP_000699178.1	216597	NA	NA	SL1344_RS12160,WP_000699178.1,RS12160	WP_000699178.1,erythronate-4-phosphate dehydrogenase
SL1344_RS12165	2481311	2482312	D	SL1344_RS12165	flagella biosynthesis regulator,flagella biosynthesis regulator	SL1344_RS12165	NC_016810.1	WP_000553395.1	216597	NA	NA	SL1344_RS12165,WP_000553395.1,RS12165	WP_000553395.1,flagella biosynthesis regulator
SL1344_RS12170	2482309	2483487	R	SL1344_RS12170	arabinose transporter,arabinose transporter	SL1344_RS12170	NC_016810.1	WP_000127736.1	216597	NA	NA	SL1344_RS12170,WP_000127736.1,RS12170	WP_000127736.1,arabinose transporter
SL1344_RS12175	2483667	2484041	R	SL1344_RS12175	hypothetical protein,hypothetical protein	SL1344_RS12175	NC_016810.1	WP_001051266.1	216597	NA	NA	SL1344_RS12175,WP_001051266.1,RS12175	WP_001051266.1,hypothetical protein
SL1344_RS12180	2484214	2484462	D	SL1344_RS12180	transcriptional regulator,transcriptional regulator	SL1344_RS12180	NC_016810.1	WP_000433423.1	216597	HTH_35	-	SL1344_RS12180,WP_000433423.1,RS12180,PF13693.5	WP_000433423.1,transcriptional regulator,HTH_35
SL1344_RS12185	2484631	2484999	D	SL1344_RS12185	hypothetical protein,hypothetical protein	SL1344_RS12190 // SL1344_RS12185	NC_016810.1	WP_000118256.1	216597	NA	NA	SL1344_RS12185,WP_000118256.1,RS12185	WP_000118256.1,hypothetical protein
SL1344_RS12190	2484999	2485517	D	SL1344_RS12190	DUF3828 domain-containing protein,DUF3828 domain-containing protein	SL1344_RS12190 // SL1344_RS12185	NC_016810.1	WP_000847540.1	216597	NA	NA	SL1344_RS12190,WP_000847540.1,RS12190	WP_000847540.1,DUF3828 domain-containing protein
SL1344_RS12195	2485584	2486240	R	SL1344_RS12195	CPBP family intramembrane metalloprotease,CPBP family intramembrane metalloprotease	SL1344_RS12195	NC_016810.1	WP_001142899.1	216597	NA	NA	SL1344_RS12195,WP_001142899.1,RS12195	WP_001142899.1,CPBP family intramembrane metalloprotease
SL1344_RS12200	2486338	2487552	R	SL1344_RS12200	beta-ketoacyl-[acyl-carrier-protein] synthase I,beta-ketoacyl-[acyl-carrier-protein] synthase I	SL1344_RS12200	NC_016810.1	WP_000817161.1	216597	NA	NA	SL1344_RS12200,WP_000817161.1,RS12200	WP_000817161.1,beta-ketoacyl-[acyl-carrier-protein] synthase I
SL1344_RS12205	2487652	2489712	D	SL1344_RS12205	bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC	SL1344_RS12205	NC_016810.1	WP_014343873.1	216597	NA	NA	SL1344_RS12205,WP_014343873.1,RS12205	WP_014343873.1,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC
SL1344_RS12210	2489764	2490039	R	SL1344_RS12210	YfcL family protein,YfcL family protein	SL1344_RS12235 // SL1344_RS12230 // SL1344_RS12225 // SL1344_RS12220 // SL1344_RS12215 // SL1344_RS12210	NC_016810.1	WP_000559749.1	216597	NA	NA	SL1344_RS12210,WP_000559749.1,RS12210	WP_000559749.1,YfcL family protein
SL1344_RS12215	2490072	2490620	R	SL1344_RS12215	elongation factor P hydroxylase,elongation factor P hydroxylase	SL1344_RS12235 // SL1344_RS12230 // SL1344_RS12225 // SL1344_RS12220 // SL1344_RS12215 // SL1344_RS12210	NC_016810.1	WP_001066345.1	216597	NA	NA	SL1344_RS12215,WP_001066345.1,RS12215	WP_001066345.1,elongation factor P hydroxylase
SL1344_RS12220	2490620	2491429	R	SL1344_RS12220	membrane protein,membrane protein	SL1344_RS12235 // SL1344_RS12230 // SL1344_RS12225 // SL1344_RS12220 // SL1344_RS12215 // SL1344_RS12210	NC_016810.1	WP_000368599.1	216597	NA	NA	SL1344_RS12220,WP_000368599.1,RS12220	WP_000368599.1,membrane protein
SL1344_RS12225	2491429	2492253	R	SL1344_RS12225	penicillin-insensitive murein endopeptidase,penicillin-insensitive murein endopeptidase	SL1344_RS12235 // SL1344_RS12230 // SL1344_RS12225 // SL1344_RS12220 // SL1344_RS12215 // SL1344_RS12210	NC_016810.1	WP_000750428.1	216597	NA	NA	SL1344_RS12225,WP_000750428.1,RS12225	WP_000750428.1,penicillin-insensitive murein endopeptidase
SL1344_RS12230	2492257	2493342	R	SL1344_RS12230	chorismate synthase,chorismate synthase	SL1344_RS12235 // SL1344_RS12230 // SL1344_RS12225 // SL1344_RS12220 // SL1344_RS12215 // SL1344_RS12210	NC_016810.1	WP_000918456.1	216597	NA	NA	SL1344_RS12230,WP_000918456.1,RS12230	WP_000918456.1,chorismate synthase
SL1344_RS12235	2493378	2494310	R	SL1344_RS12235	50S ribosomal protein L3 N(5)-glutamine methyltransferase,50S ribosomal protein L3 N(5)-glutamine methyltransferase	SL1344_RS12235 // SL1344_RS12230 // SL1344_RS12225 // SL1344_RS12220 // SL1344_RS12215 // SL1344_RS12210	NC_016810.1	WP_001542329.1	216597	NA	NA	SL1344_RS12235,WP_001542329.1,RS12235	WP_001542329.1,50S ribosomal protein L3 N(5)-glutamine methyltransferase
SL1344_RS12240	2494476	2495027	D	SL1344_RS12240	endonuclease SmrB,endonuclease SmrB	SL1344_RS12240	NC_016810.1	WP_000730794.1	216597	NA	NA	SL1344_RS12240,WP_000730794.1,RS12240	WP_000730794.1,endonuclease SmrB
SL1344_RS12245	2495127	2495612	R	sixA	phosphohistidine phosphatase SixA,phosphohistidine phosphatase SixA	sixA	NC_016810.1	WP_001195800.1	216597	NA	NA	SL1344_RS12245,sixA,WP_001195800.1,RS12245	WP_001195800.1,phosphohistidine phosphatase SixA,SixA
SL1344_RS12250	2495821	2497968	R	fadJ	fatty acid oxidation complex subunit alpha FadJ,fatty acid oxidation complex subunit alpha FadJ	fadI // fadJ	NC_016810.1	WP_000214154.1	216597	NA	NA	SL1344_RS12250,fadJ,WP_000214154.1,RS12250	WP_000214154.1,FadJ,fatty acid oxidation complex subunit alpha FadJ
SL1344_RS12255	2497968	2499278	R	fadI	acetyl-CoA C-acyltransferase FadI,acetyl-CoA C-acyltransferase FadI	fadI // fadJ	NC_016810.1	WP_001248125.1	216597	NA	NA	SL1344_RS12255,fadI,WP_001248125.1,RS12255	WP_001248125.1,acetyl-CoA C-acyltransferase FadI,FadI
SL1344_RS12260	2499456	2499740	R	SL1344_RS12260	DUF406 domain-containing protein,DUF406 domain-containing protein	SL1344_RS12260	NC_016810.1	WP_000030904.1	216597	NA	NA	SL1344_RS12260,WP_000030904.1,RS12260	WP_000030904.1,DUF406 domain-containing protein
SL1344_RS12265	2500105	2501418	D	SL1344_RS12265	long-chain fatty acid transporter FadL,long-chain fatty acid transporter FadL	SL1344_RS12265	NC_016810.1	WP_000245433.1	216597	NA	NA	SL1344_RS12265,WP_000245433.1,RS12265	WP_000245433.1,long-chain fatty acid transporter FadL
SL1344_RS12270	2501479	2502234	R	SL1344_RS12270	phospholipid-binding lipoprotein MlaA,phospholipid-binding lipoprotein MlaA	SL1344_RS12270	NC_016810.1	WP_000776787.1	216597	NA	NA	SL1344_RS12270,WP_000776787.1,RS12270	WP_000776787.1,phospholipid-binding lipoprotein MlaA
SL1344_RS12275	2502523	2503464	D	SL1344_RS12275	membrane protein,membrane protein	SL1344_RS12275	NC_016810.1	WP_000377772.1	216597	NA	NA	SL1344_RS12275,WP_000377772.1,RS12275	WP_000377772.1,membrane protein
SL1344_RS12280	2503540	2503614	NA	SL1344_RS12280	tRNA-Arg	SL1344_RS12280	NA	NA	NA	NA	NA	SL1344_RS12280,RS12280	
SL1344_RS12285	2503771	2504709	R	SL1344_RS12285	outer membrane protease E,outer membrane protease E	SL1344_RS12285	NC_016810.1	WP_000716007.1	216597	NA	NA	SL1344_RS12285,WP_000716007.1,RS12285	WP_000716007.1,outer membrane protease E
