gene_id	start	stop	strand	gene_name	product	tu	GeneID	chromosome	protein_id	taxid	TF_name	TF_K12_ortho	gene_synonyms	protein_synonyms
STM2794	2944456	2945133	D	ygaE	transcriptional regulator,transcriptional regulator	ygaE // gabP // gabT // gabD // ygaF // STM2789	1254317	NC_003197.2	NP_461720.1	194701	GntR	CSIR_ECOLI	STM2794,ygaE,NP_461720.1,PF00392.20	NP_461720.1,transcriptional regulator,YgaE,GntR
STM2795	2945155	2945604	R	ygaU	peptidoglycan-binding protein,peptidoglycan-binding protein LysM	ygaU	1254318	NC_003197.2	NP_461721.1	194701	NA	NA	STM2795,ygaU,NP_461721.1	NP_461721.1,peptidoglycan-binding protein,YgaU
STM2796	2945704	2945862	R	yqaE	proteolipid membrane potential modulator,proteolipid membrane potential modulator	yqaE	1254319	NC_003197.2	NP_461722.1	194701	NA	NA	STM2796,yqaE,NP_461722.1	NP_461722.1,proteolipid membrane potential modulator,YqaE
STM2797	2946045	2946344	D	STM2797	putative arsR family regulatory protein,transcriptional regulator	ygaP // STM2797	1254320	NC_003197.2	NP_461723.1	194701	HTH_5	BIGR_XYLFA	STM2797,NP_461723.1,PF01022.19	NP_461723.1,putative arsR family regulatory protein,HTH_5
STM2798	2946354	2946881	D	ygaP	putative rhodanese-related sulfurtransferase,hypothetical protein	ygaP // STM2797	1254321	NC_003197.2	NP_461724.1	194701	NA	NA	STM2798,ygaP,NP_461724.1	NP_461724.1,putative rhodanese-related sulfurtransferase,YgaP
STM2799	2947229	2947630	R	stpA	DNA-binding protein,DNA-binding protein	stpA	1254322	NC_003197.2	NP_461725.1	194701	Histone_HNS	STPA_ECOLI	STM2799,stpA,NP_461725.1,PF00816.20	NP_461725.1,DNA-binding protein,StpA,Histone_HNS
STM2800	2948329	2948778	D	alaE	L-alanine exporter,L-alanine exporter AlaE	alaE	1254323	NC_003197.2	NP_461726.1	194701	NA	NA	STM2800,alaE,NP_461726.1	NP_461726.1,AlaE,L-alanine exporter
STM2801	2948813	2949163	R	ygaC	putative cytoplasmic protein,hypothetical protein	ygaC	1254324	NC_003197.2	NP_461727.1	194701	NA	NA	STM2801,ygaC,NP_461727.1	NP_461727.1,putative cytoplasmic protein,YgaC
STM2802	2949313	2949651	D	ygaM	putative inner membrane protein,putative inner membrane protein	ygaM	1254325	NC_003197.2	NP_461728.1	194701	NA	NA	STM2802,ygaM,NP_461728.1	NP_461728.1,putative inner membrane protein,YgaM
STM2803	2949735	2951069	R	STM2803	putative gntR family regulatory protein,DNA-binding transcriptional regulator	STM2803	1254326	NC_003197.2	NP_461729.1	194701	GntR	GABR_BACSU	STM2803,NP_461729.1,PF00392.20	NP_461729.1,putative gntR family regulatory protein,GntR
STM2804	2951158	2951589	D	STM2804	alkylhydroperoxidase,alkylhydroperoxidase	STM2804	1254327	NC_003197.2	NP_461730.1	194701	NA	NA	STM2804,NP_461730.1	NP_461730.1,alkylhydroperoxidase
STM2805	2951861	2952106	D	nrdH	NrdH-redoxin,NrdH-redoxin	nrdF // nrdE // nrdI // nrdH	1254328	NC_003197.2	NP_461731.1	194701	NA	NA	STM2805,nrdH,NP_461731.1	NP_461731.1,NrdH,NrdH-redoxin
STM2806	2952103	2952513	D	nrdI	ribonucleotide reductase assembly protein,ribonucleotide reductase assembly protein NrdI	nrdF // nrdE // nrdI // nrdH	1254329	NC_003197.2	NP_461732.1	194701	NA	NA	STM2806,nrdI,NP_461732.1	NP_461732.1,NrdI,ribonucleotide reductase assembly protein
STM2807	2952486	2954630	D	nrdE	ribonucleotide-diphosphate reductase subunit alpha,ribonucleotide-diphosphate reductase subunit alpha	nrdF // nrdE // nrdI // nrdH	1254330	NC_003197.2	NP_461733.1	194701	NA	NA	STM2807,nrdE,NP_461733.1	NP_461733.1,NrdE,ribonucleotide-diphosphate reductase subunit alpha
STM2808	2954641	2955600	D	nrdF	ribonucleoside-diphosphate reductase 2 subunit beta,class 1b ribonucleoside-diphosphate reductase subunit beta	nrdF // nrdE // nrdI // nrdH	1254331	NC_003197.2	NP_461734.1	194701	NA	NA	STM2808,nrdF,NP_461734.1	NP_461734.1,NrdF,ribonucleoside-diphosphate reductase 2 subunit beta
STM2809	2955955	2957157	D	proV	glycine betaine/L-proline ABC transporter ATP-binding protein,glycine betaine/L-proline ABC transporter ATP-binding protein	proX // proW // proV	1254332	NC_003197.2	NP_461735.1	194701	NA	NA	STM2809,proV,NP_461735.1	NP_461735.1,glycine betaine/L-proline ABC transporter ATP-binding protein,ProV
STM2810	2957150	2958214	D	proW	proline/betaine ABC transporter permease,proline/betaine ABC transporter permease ProW	proX // proW // proV	1254333	NC_003197.2	NP_461736.1	194701	NA	NA	STM2810,proW,NP_461736.1	NP_461736.1,proline/betaine ABC transporter permease,ProW
STM2811	2958284	2959279	D	proX	glycine betaine ABC transporter substrate-binding protein,glycine betaine ABC transporter substrate-binding protein	proX // proW // proV	1254334	NC_003197.2	NP_461737.1	194701	NA	NA	STM2811,proX,NP_461737.1	NP_461737.1,glycine betaine ABC transporter substrate-binding protein,glycine betaine/proline betaine-binding periplasmic protein,ProX,ProX // glycine betaine/proline betaine-binding periplasmic protein
STM2812	2959444	2960628	D	STM2812	MFS transporter,MFS transporter	STM2812	1254335	NC_003197.2	NP_461738.1	194701	NA	NA	STM2812,NP_461738.1	NP_461738.1,MFS transporter
STM2813	2961125	2961655	D	emrR	transcriptional repressor,transcriptional repressor MprA	emrR	1254336	NC_003197.2	NP_461739.1	194701	MarR	MPRA_ECOLI	STM2813,emrR,NP_461739.1,PF01047.21	NP_461739.1,EmrR,transcriptional repressor,MarR
STM2814	2961782	2962954	D	emrA	multidrug export protein,multidrug export protein EmrA	emrB // emrA	1254337	NC_003197.2	NP_461740.1	194701	NA	NA	STM2814,emrA,NP_461740.1	NP_461740.1,EmrA,multidrug export protein
STM2815	2962971	2964509	D	emrB	MFS transporter,MFS transporter	emrB // emrA	1254338	NC_003197.2	NP_461741.1	194701	NA	NA	STM2815,emrB,NP_461741.1	NP_461741.1,EmrB,MFS transporter
STM2816	2964558	2965928	R	STM2816	porin,porin	STM2816	1254339	NC_003197.2	NP_461742.1	194701	NA	NA	STM2816,NP_461742.1	NP_461742.1,porin
STM2817	2966274	2966789	R	luxS	S-ribosylhomocysteine lyase,S-ribosylhomocysteine lyase	luxS	1254340	NC_003197.2	NP_461743.1	194701	NA	NA	STM2817,luxS,NP_461743.1	NP_461743.1,LuxS,S-ribosylhomocysteine lyase
STM2818	2966939	2968495	R	gshA	glutamate--cysteine ligase,glutamate--cysteine ligase	gshA	1254341	NC_003197.2	NP_461744.1	194701	NA	NA	STM2818,gshA,NP_461744.1	NP_461744.1,glutamate--cysteine ligase,GshA
STM2819	2968572	2968997	R	yqaA	putative inner membrane protein,hypothetical protein	yqaA	1254342	NC_003197.2	NP_461745.1	194701	NA	NA	STM2819,yqaA,NP_461745.1	NP_461745.1,putative inner membrane protein,YqaA
STM2820	2968994	2969560	R	yqaB	fructose-1-phosphate/6-phosphogluconate phosphatase,fructose-1-phosphate/6-phosphogluconate phosphatase	yqaB	1254343	NC_003197.2	NP_461746.1	194701	NA	NA	STM2820,yqaB,NP_461746.1	NP_461746.1,fructose-1-phosphate/6-phosphogluconate phosphatase,YqaB
STM2821	2969932	2970005	NA	STM2821	tRNA-Arg	STM2825 // STM2824 // STM2823 // STM2822 // STM2821	NA	NA	NA	NA	NA	NA	STM2821	
STM2822	2970202	2970275	NA	STM2822	tRNA-Arg	STM2825 // STM2824 // STM2823 // STM2822 // STM2821	NA	NA	NA	NA	NA	NA	STM2822	
STM2823	2970341	2970414	NA	STM2823	tRNA-Arg	STM2825 // STM2824 // STM2823 // STM2822 // STM2821	NA	NA	NA	NA	NA	NA	STM2823	
STM2824	2970480	2970553	NA	STM2824	tRNA-Arg	STM2825 // STM2824 // STM2823 // STM2822 // STM2821	NA	NA	NA	NA	NA	NA	STM2824	
STM2825	2970560	2970649	NA	STM2825	tRNA-Ser	STM2825 // STM2824 // STM2823 // STM2822 // STM2821	NA	NA	NA	NA	NA	NA	STM2825	
STM2826	2970955	2971140	R	csrA	carbon storage regulator,carbon storage regulator	csrA	1254349	NC_003197.2	NP_461747.1	194701	NA	NA	STM2826,csrA,NP_461747.1,zfiA	NP_461747.1,carbon storage regulator,CsrA,ZfiA,ZfiA // CsrA
STM2827	2971375	2974005	R	alaS	alanine--tRNA ligase,alanine--tRNA ligase	alaS	1254350	NC_003197.2	NP_461748.1	194701	-	SYA_ECOLI	STM2827,alaS,NP_461748.1,-	NP_461748.1,alanine--tRNA ligase,AlaS,-
STM2828	2974241	2974741	R	oraA	recombination regulator,recombination regulator RecX	oraA	1254351	NC_003197.2	NP_461749.1	194701	NA	NA	STM2828,oraA,NP_461749.1	NP_461749.1,OraA,recombination regulator
STM2829	2974858	2975919	R	recA	recombinase,recombinase RecA	recA	1254352	NC_003197.2	NP_461750.1	194701	NA	NA	STM2829,recA,NP_461750.1	NP_461750.1,RecA,recombinase
STM2830	2976004	2976501	R	ygaD	nicotinamide-nucleotide amidase,hypothetical protein	ygaD	1254353	NC_003197.2	NP_461751.1	194701	NA	NA	STM2830,ygaD,NP_461751.1	NP_461751.1,nicotinamide-nucleotide amidase,putative cytoplasmic protein,YgaD,YgaD // putative cytoplasmic protein
STM2831	2976979	2978058	R	mltB	murein transglycosylase B,murein transglycosylase B	mltB	1254354	NC_003197.2	NP_461752.1	194701	NA	NA	STM2831,mltB,NP_461752.1	NP_461752.1,MltB,murein transglycosylase B
STM2832	2978312	2978875	D	srlA	PTS glucitol/sorbitol transporter subunit IIC,PTS glucitol/sorbitol transporter subunit IIC	srlD // slrB // srlE // srlA	1254355	NC_003197.2	NP_461753.1	194701	NA	NA	STM2832,srlA,NP_461753.1	NP_461753.1,PTS glucitol/sorbitol transporter subunit IIC,SrlA
STM2833	2978872	2979843	D	srlE	PTS glucitol/sorbitol transporter subunit IIB,PTS glucitol/sorbitol transporter subunit IIB	srlD // slrB // srlE // srlA	1254356	NC_003197.2	NP_461754.1	194701	NA	NA	STM2833,srlE,NP_461754.1	NP_461754.1,PTS glucitol/sorbitol transporter subunit IIB,SrlE
STM2834	2979855	2980217	D	slrB	PTS glucitol/sorbitol transporter subunit IIA,PTS glucitol/sorbitol transporter subunit IIA	srlD // slrB // srlE // srlA	1254357	NC_003197.2	NP_461755.1	194701	NA	NA	STM2834,slrB,NP_461755.1	NP_461755.1,PTS glucitol/sorbitol transporter subunit IIA,SlrB
STM2835	2980229	2981008	D	srlD	sorbitol-6-phosphate 2-dehydrogenase,sorbitol-6-phosphate 2-dehydrogenase	srlD // slrB // srlE // srlA	1254358	NC_003197.2	NP_461756.1	194701	NA	NA	STM2835,srlD,NP_461756.1	NP_461756.1,sorbitol-6-phosphate 2-dehydrogenase,SrlD
STM2836	2981084	2981443	D	gutM	transcriptional regulator,transcriptional regulator GutM	gutM	1254359	NC_003197.2	NP_461757.1	194701	GutM	GUTM_ECOLI	STM2836,gutM,NP_461757.1,PF06923.10	NP_461757.1,GutM,transcriptional regulator,GutM
STM2837	2981641	2982414	D	srlR	glucitol operon transcriptional repressor,glucitol operon transcriptional repressor	gutQ // srlR	1254360	NC_003197.2	NP_461758.1	194701	HTH_DeoR	SRLR_ECOLI	STM2837,srlR,NP_461758.1,PF08220.11	NP_461758.1,glucitol operon transcriptional repressor,SrlR,HTH_DeoR
STM2838	2982446	2983372	D	gutQ	putative polysialic acid capsule expression protein,putative polysialic acid capsule expression protein	gutQ // srlR	1254361	NC_003197.2	NP_461759.3	194701	NA	NA	STM2838,gutQ,NP_461759.3	NP_461759.3,GutQ,putative polysialic acid capsule expression protein
STM2839	2983369	2984889	R	ygaA	nitric oxide reductase transcription regulator,nitric oxide reductase transcription regulator	ygaA	1254362	NC_003197.2	NP_461760.1	194701	-	NORR_ECOLI	STM2839,ygaA,NP_461760.1,-	NP_461760.1,nitric oxide reductase transcription regulator,YgaA,-
STM2840	2985075	2986514	D	flrD	nitric oxide reductase,nitric oxide reductase	ygbD // flrD	1254363	NC_003197.2	NP_461761.1	194701	NA	NA	STM2840,flrD,NP_461761.1	NP_461761.1,FlrD,nitric oxide reductase
STM2841	2986511	2987644	D	ygbD	FAD-dependent oxidoreductase,FAD-dependent oxidoreductase	ygbD // flrD	1254364	NC_003197.2	NP_461762.1	194701	NA	NA	STM2841,ygbD,NP_461762.1,flrR	NP_461762.1,FAD-dependent oxidoreductase,FlrR,FlrR // YgbD,YgbD
STM2842	2987741	2989981	R	hypF	carbamoyltransferase,carbamoyltransferase HypF	hypF	1254365	NC_003197.2	NP_461763.1	194701	NA	NA	STM2842,hypF,NP_461763.1	NP_461763.1,carbamoyltransferase,HypF
STM2843	2990127	2990672	R	hydN	electron transporter,electron transporter HydN	hydN	1254366	NC_003197.2	NP_461764.1	194701	NA	NA	STM2843,hydN,NP_461764.1	NP_461764.1,electron transporter,HydN
STM2844	2990873	2991682	R	STM2844	putative periplasmic or exported protein,hypothetical protein	hycB // hycC // hycD // hycE // hycF // hycG // hycH // hycI // STM2844	1254367	NC_003197.2	NP_461765.1	194701	NA	NA	STM2844,NP_461765.1	NP_461765.1,putative periplasmic or exported protein
STM2845	2991709	2992179	R	hycI	hydrogenase maturation peptidase,hydrogenase maturation peptidase HycI	hycB // hycC // hycD // hycE // hycF // hycG // hycH // hycI // STM2844	1254368	NC_003197.2	NP_461766.1	194701	NA	NA	STM2845,hycI,NP_461766.1	NP_461766.1,HycI,hydrogenase maturation peptidase
STM2846	2992172	2992582	R	hycH	formate hydrogenlyase maturation protein,formate hydrogenlyase maturation protein HycH	hycB // hycC // hycD // hycE // hycF // hycG // hycH // hycI // STM2844	1254369	NC_003197.2	NP_461767.1	194701	NA	NA	STM2846,hycH,NP_461767.1	NP_461767.1,formate hydrogenlyase maturation protein,HycH
STM2847	2992579	2993346	R	hycG	formate hydrogenlyase subunit,formate hydrogenlyase	hycB // hycC // hycD // hycE // hycF // hycG // hycH // hycI // STM2844	1254370	NC_003197.2	NP_461768.1	194701	NA	NA	STM2847,hycG,NP_461768.1	NP_461768.1,formate hydrogenlyase subunit,HycG
STM2848	2993346	2993888	R	hycF	formate hydrogenlyase subunit,formate hydrogenlyase complex iron-sulfur subunit	hycB // hycC // hycD // hycE // hycF // hycG // hycH // hycI // STM2844	1254371	NC_003197.2	NP_461769.1	194701	NA	NA	STM2848,hycF,NP_461769.1	NP_461769.1,formate hydrogenlyase complex iron-sulfur subunit,formate hydrogenlyase subunit,HycF,HycF // formate hydrogenlyase complex iron-sulfur subunit
STM2849	2993898	2995607	R	hycE	formate hydrogenlyase subunit,hydrogenase 3 large subunit	hycB // hycC // hycD // hycE // hycF // hycG // hycH // hycI // STM2844	1254372	NC_003197.2	NP_461770.1	194701	NA	NA	STM2849,hycE,NP_461770.1	NP_461770.1,formate hydrogenlyase subunit,HycE,HycE // hydrogenase 3 large subunit,hydrogenase 3 large subunit
STM2850	2995625	2996548	R	hycD	formate hydrogenlyase subunit,hydrogenase 3 membrane subunit	hycB // hycC // hycD // hycE // hycF // hycG // hycH // hycI // STM2844	1254373	NC_003197.2	NP_461771.1	194701	NA	NA	STM2850,hycD,NP_461771.1	NP_461771.1,formate hydrogenlyase subunit,HycD,HycD // hydrogenase 3 membrane subunit,hydrogenase 3 membrane subunit
STM2851	2996551	2998377	R	hycC	formate hydrogenlyase subunit,formate hydrogenlyase subunit 3	hycB // hycC // hycD // hycE // hycF // hycG // hycH // hycI // STM2844	1254374	NC_003197.2	NP_461772.2	194701	NA	NA	STM2851,hycC,NP_461772.2	NP_461772.2,formate hydrogenlyase subunit,formate hydrogenlyase subunit 3,HycC,HycC // formate hydrogenlyase subunit 3
STM2852	2998377	2998985	R	hycB	formate hydrogenlyase subunit,formate hydrogenlyase subunit 2	hycB // hycC // hycD // hycE // hycF // hycG // hycH // hycI // STM2844	1254375	NC_003197.2	NP_461773.1	194701	NA	NA	STM2852,hycB,NP_461773.1	NP_461773.1,formate hydrogenlyase subunit,formate hydrogenlyase subunit 2,HycB,HycB // formate hydrogenlyase subunit 2
STM2853	2999131	2999592	R	hycA	transcriptional regulator,transcriptional regulator	hycA	1254376	NC_003197.2	NP_461774.1	194701	HycA_repressor	-	STM2853,hycA,NP_461774.1,PF11046.7	NP_461774.1,HycA,transcriptional regulator,HycA_repressor
STM2854	2999802	3000158	D	hypA	hydrogenase maturation nickel metallochaperone,hydrogenase maturation nickel metallochaperone HypA	hypA	1254377	NC_003197.2	NP_461775.1	194701	NA	NA	STM2854,hypA,NP_461775.1	NP_461775.1,hydrogenase maturation nickel metallochaperone,HypA
STM2855	3000227	3001099	D	hypB	hydrogenase accessory protein,hydrogenase accessory protein HypB	hypB	1254378	NC_003197.2	NP_461776.1	194701	NA	NA	STM2855,hypB,NP_461776.1	NP_461776.1,hydrogenase accessory protein,HypB
STM2856	3001090	3001362	D	hypC	hydrogenase assembly chaperone,hydrogenase assembly chaperone	hypE // hypD // hypC	1254379	NC_003197.2	NP_461777.1	194701	NA	NA	STM2856,hypC,NP_461777.1	NP_461777.1,hydrogenase assembly chaperone,HypC
STM2857	3001362	3002483	D	hypD	putative hydrogenase expression/formation protein,putative hydrogenase expression/formation protein	hypE // hypD // hypC	1254380	NC_003197.2	NP_461778.2	194701	NA	NA	STM2857,hypD,NP_461778.2	NP_461778.2,HypD,putative hydrogenase expression/formation protein
STM2858	3002522	3003490	D	hypE	putative hydrogenase expression/formation protein,putative hydrogenase expression/formation protein	hypE // hypD // hypC	1254381	NC_003197.2	NP_461779.3	194701	NA	NA	STM2858,hypE,NP_461779.3	NP_461779.3,HypE,putative hydrogenase expression/formation protein
STM2859	3003709	3005787	D	fhlA	transcriptional regulator,transcriptional regulator FhlA	fhlA	1254382	NC_003197.2	NP_461780.1	194701	HTH_8	FHLA_ECOLI	STM2859,fhlA,NP_461780.1,PF02954.18	NP_461780.1,FhlA,transcriptional regulator,HTH_8
STM2860	3005849	3006193	R	ygbA	putative cytoplasmic protein,hypothetical protein	ygbA	1254383	NC_003197.2	NP_461781.1	194701	NA	NA	STM2860,ygbA,NP_461781.1	NP_461781.1,putative cytoplasmic protein,YgbA
STM2861	3006375	3007292	D	sitA	alkaline Mn<sup>2+</sup> ABC transporter substrate-binding protein,iron ABC transporter substrate-binding protein	sitD // sitC // sitB // sitA	1254384	NC_003197.2	NP_461782.1	194701	NA	NA	STM2861,sitA,NP_461782.1	NP_461782.1,alkaline Mn2+ ABC transporter substrate-binding protein,SitA
STM2862	3007289	3008110	D	sitB	alkaline Mn<sup>2+</sup> ABC transporter ATP-binding protein,manganese/iron transporter ATP-binding protein	sitD // sitC // sitB // sitA	1254385	NC_003197.2	NP_461783.1	194701	NA	NA	STM2862,sitB,NP_461783.1	NP_461783.1,alkaline Mn2+ ABC transporter ATP-binding protein,SitB
STM2863	3008107	3008967	D	sitC	alkaline Mn<sup>2+</sup> ABC transporter permease,iron ABC transporter permease	sitD // sitC // sitB // sitA	1254386	NC_003197.2	NP_461784.1	194701	NA	NA	STM2863,sitC,NP_461784.1	NP_461784.1,alkaline Mn2+ ABC transporter permease,SitC
STM2864	3008958	3009806	D	sitD	alkaline Mn<sup>2+</sup> ABC transporter permease,iron ABC transporter permease	sitD // sitC // sitB // sitA	1254387	NC_003197.2	NP_461785.1	194701	NA	NA	STM2864,sitD,NP_461785.1	NP_461785.1,alkaline Mn2+ ABC transporter permease,SitD
STM2865	3009905	3010813	R	avrA	putative inner membrane protein,putative inner membrane protein	avrA	1254388	NC_003197.2	NP_461786.1	194701	NA	NA	STM2865,avrA,NP_461786.1	NP_461786.1,AvrA,putative inner membrane protein
STM2866	3010974	3011729	R	sprB	transcriptional regulator,transcriptional regulator	sprB	1254389	NC_003197.2	NP_461787.1	194701	GerE	-	STM2866,sprB,NP_461787.1,PF00196.18	NP_461787.1,SprB,transcriptional regulator,GerE
STM2867	3012114	3013001	R	hilC	AraC family transcriptional regulator,AraC family transcriptional regulator	hilC	1254390	NC_003197.2	NP_461788.1	194701	HTH_18	-	STM2867,hilC,NP_461788.1,sprA,PF12833.6	NP_461788.1,AraC family transcriptional regulator,HilC,SprA,SprA // HilC,HTH_18
STM2868	3013346	3013798	R	orgC	type III secretion system effector protein,type III secretion system effector protein OrgC	prgH // prgI // prgJ // prgK // orgA // orgA // orgC	1254391	NC_003197.2	NP_461789.1	194701	NA	NA	STM2868,orgC,NP_461789.1	NP_461789.1,OrgC,type III secretion system effector protein
STM2869	3013795	3014475	R	orgA	invasion protein,invasion protein OrgB	prgH // prgI // prgJ // prgK // orgA // orgA // orgC	1254392	NC_003197.2	NP_461790.1	194701	NA	NA	STM2869,orgA,NP_461790.1	NP_461790.1,invasion protein,OrgA,Oxygen-regulated invasion protein
STM2870	3014432	3015031	R	orgA	Oxygen-regulated invasion protein,putative inner membrane protein	prgH // prgI // prgJ // prgK // orgA // orgA // orgC	1254393	NC_003197.2	NP_461791.1	194701	NA	NA	STM2870,orgA,NP_461791.1	NP_461791.1,invasion protein,OrgA,Oxygen-regulated invasion protein
STM2871	3015003	3015761	R	prgK	EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein,EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein	prgH // prgI // prgJ // prgK // orgA // orgA // orgC	1254394	NC_003197.2	NP_461792.1	194701	NA	NA	STM2871,prgK,NP_461792.1	NP_461792.1,EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein,PrgK
STM2872	3015758	3016063	R	prgJ	type III secretion system protein,type III secretion system protein PrgJ	prgH // prgI // prgJ // prgK // orgA // orgA // orgC	1254395	NC_003197.2	NP_461793.1	194701	NA	NA	STM2872,prgJ,NP_461793.1	NP_461793.1,PrgJ,type III secretion system protein
STM2873	3016082	3016324	R	prgI	EscF/YscF/HrpA family type III secretion system needle major subunit,EscF/YscF/HrpA family type III secretion system needle major subunit	prgH // prgI // prgJ // prgK // orgA // orgA // orgC	1254396	NC_003197.2	NP_461794.1	194701	NA	NA	STM2873,prgI,NP_461794.1	NP_461794.1,EscF/YscF/HrpA family type III secretion system needle major subunit,PrgI
STM2874	3016349	3017527	R	prgH	type III secretion system protein,type III secretion system protein PrgH	prgH // prgI // prgJ // prgK // orgA // orgA // orgC	1254397	NC_003197.2	NP_461795.1	194701	NA	NA	STM2874,prgH,NP_461795.1	NP_461795.1,PrgH,type III secretion system protein
STM2875	3017843	3018772	D	hilD	AraC family transcriptional regulator,AraC family transcriptional regulator	hilD	1254398	NC_003197.2	NP_461796.1	194701	HTH_18	-	STM2875,hilD,NP_461796.1,PF12833.6	NP_461796.1,AraC family transcriptional regulator,HilD,HTH_18
STM2876	3019863	3021524	D	hilA	transcriptional regulator,transcriptional regulator	iagB // hilA	1254399	NC_003197.2	NP_461797.1	194701	Trans_reg_C	-	STM2876,hilA,NP_461797.1,iagA,PF00486.27	NP_461797.1,HilA,IagA,IagA // HilA,transcriptional regulator,Trans_reg_C
STM2877	3021542	3022024	D	iagB	invasion protein,invasion protein IagB	iagB // hilA	1254400	NC_003197.2	NP_461798.1	194701	NA	NA	STM2877,iagB,NP_461798.1	NP_461798.1,IagB,invasion protein
STM2878	3022078	3023709	R	sptP	pathogenicity island 1 effector protein,pathogenicity island 1 effector protein StpP	sptP	1254401	NC_003197.2	NP_461799.1	194701	NA	NA	STM2878,sptP,NP_461799.1	NP_461799.1,pathogenicity island 1 effector protein,SptP
STM2879	3023696	3024088	R	sicP	chaperone protein,chaperone protein SicP	STM2880 // sicP	1254402	NC_003197.2	NP_461800.1	194701	NA	NA	STM2879,sicP,NP_461800.1	NP_461800.1,chaperone protein,SicP
STM2880	3024115	3024375	R	STM2880	putative cytoplasmic protein,putative cytoplasmic protein	STM2880 // sicP	1254403	NC_003197.2	NP_449260.1	194701	NA	NA	STM2880,NP_449260.1	NP_449260.1,putative cytoplasmic protein
STM2881	3024419	3024667	R	iacP	putative acyl carrier protein,putative acyl carrier protein	sipD // sipA // iacP	1254404	NC_003197.2	NP_461802.1	194701	NA	NA	STM2881,iacP,NP_461802.1	NP_461802.1,IacP,putative acyl carrier protein
STM2882	3024686	3026743	R	sipA	pathogenicity island 1 effector protein,pathogenicity island 1 effector protein SipA	sipD // sipA // iacP	1254405	NC_003197.2	NP_461803.1	194701	NA	NA	STM2882,sipA,NP_461803.1,sspA	NP_461803.1,pathogenicity island 1 effector protein,SipA,SspA,SspA // SipA
STM2883	3026762	3027793	R	sipD	cell invasion protein,cell invasion protein SipD	sipD // sipA // iacP	1254406	NC_003197.2	NP_461804.1	194701	NA	NA	STM2883,sipD,NP_461804.1,sspD	NP_461804.1,cell invasion protein,SipD,SspD,SspD // SipD
STM2884	3027864	3029093	R	sipC	pathogenicity island 1 effector protein,pathogenicity island 1 effector protein SipC	sicA // sipB // sipC	1254407	NC_003197.2	NP_461805.1	194701	NA	NA	STM2884,sipC,NP_461805.1,sspC	NP_461805.1,pathogenicity island 1 effector protein,SipC,SspC,SspC // SipC
STM2885	3029121	3030902	R	sipB	pathogenicity island 1 effector protein,pathogenicity island 1 effector protein SipB	sicA // sipB // sipC	1254408	NC_003197.2	NP_461806.1	194701	NA	NA	STM2885,sipB,NP_461806.1,sspB	NP_461806.1,pathogenicity island 1 effector protein,SipB,SspB,SspB // SipB
STM2886	3030905	3031402	R	sicA	CesD/SycD/LcrH family type III secretion system chaperone,CesD/SycD/LcrH family type III secretion system chaperone	sicA // sipB // sipC	1254409	NC_003197.2	NP_461807.1	194701	NA	NA	STM2886,sicA,NP_461807.1,spaT	NP_461807.1,CesD/SycD/LcrH family type III secretion system chaperone,SicA,SpaT,SpaT // SicA
STM2887	3031540	3032610	R	spaS	EscU/YscU/HrcU family type III secretion system export apparatus switch protein,EscU/YscU/HrcU family type III secretion system export apparatus switch protein	spaS	1254410	NC_003197.2	NP_461808.1	194701	NA	NA	STM2887,spaS,NP_461808.1	NP_461808.1,EscU/YscU/HrcU family type III secretion system export apparatus switch protein,SpaS
STM2888	3032597	3033388	R	spaR	EscT/YscT/HrcT family type III secretion system export apparatus protein,EscT/YscT/HrcT family type III secretion system export apparatus protein	invI // invJ // spaO // spaP // spaQ // spaR	1254411	NC_003197.2	NP_461809.1	194701	NA	NA	STM2888,spaR,NP_461809.1	NP_461809.1,EscT/YscT/HrcT family type III secretion system export apparatus protein,SpaR
STM2889	3033392	3033652	R	spaQ	EscS/YscS/HrcS family type III secretion system export apparatus protein,EscS/YscS/HrcS family type III secretion system export apparatus protein	invI // invJ // spaO // spaP // spaQ // spaR	1254412	NC_003197.2	NP_461810.1	194701	NA	NA	STM2889,spaQ,NP_461810.1	NP_461810.1,EscS/YscS/HrcS family type III secretion system export apparatus protein,SpaQ
STM2890	3033678	3034352	R	spaP	EscR/YscR/HrcR family type III secretion system export apparatus protein,EscR/YscR/HrcR family type III secretion system export apparatus protein	invI // invJ // spaO // spaP // spaQ // spaR	1254413	NC_003197.2	NP_461811.1	194701	NA	NA	STM2890,spaP,NP_461811.1	NP_461811.1,EscR/YscR/HrcR family type III secretion system export apparatus protein,SpaP
STM2891	3034342	3035253	R	spaO	type III secretion system protein,type III secretion system protein SpaO	invI // invJ // spaO // spaP // spaQ // spaR	1254414	NC_003197.2	NP_461812.1	194701	NA	NA	STM2891,spaO,NP_461812.1	NP_461812.1,SpaO,type III secretion system protein
STM2892	3035253	3036263	R	invJ	antigen presentation protein,antigen presentation protein SpaN	invI // invJ // spaO // spaP // spaQ // spaR	1254415	NC_003197.2	NP_461813.1	194701	NA	NA	STM2892,invJ,NP_461813.1	NP_461813.1,antigen presentation protein,InvJ
